genome	genome_size	target_illumina_depth	read_count	read_bases	actual_illumina_depth
ATCC_19119_Listeria_ivanovii	2919549	37.3	1037060	108885336	37.295258
ATCC_25922_Escherichia_coli	5204893	37.3	1591870	194025351	37.277490
ATCC_33560_Campylobacter_jejuni	1768448	37.3	549562	65962369	37.299580
ATCC_35221_Campylobacter_lari	1513368	37.3	438240	56472875	37.316022
ATCC_35897_Listeria_welshimeri	2814137	37.3	811500	104962984	37.298462
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.3	912790	109897231	37.322503
ATCC_10708_Salmonella_enterica	4801704	37.4	1597386	179672379	37.418462
ATCC_14035_Vibrio_cholerae	4142374	37.4	1216726	154919857	37.398809
ATCC_17802_Vibrio_parahaemolyticus	5147091	37.4	1579446	192540113	37.407559
ATCC_19119_Listeria_ivanovii	2919549	37.4	1039840	109210265	37.406553
ATCC_25922_Escherichia_coli	5204893	37.4	1596138	194639033	37.395395
ATCC_33560_Campylobacter_jejuni	1768448	37.4	551036	66151039	37.406267
ATCC_35221_Campylobacter_lari	1513368	37.4	439416	56584668	37.389893
ATCC_35897_Listeria_welshimeri	2814137	37.4	813674	105268147	37.406902
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.4	915238	110140853	37.405240
ATCC_10708_Salmonella_enterica	4801704	37.5	1601656	180057088	37.498581
ATCC_14035_Vibrio_cholerae	4142374	37.5	1219980	155299393	37.490432
ATCC_17802_Vibrio_parahaemolyticus	5147091	37.5	1583668	193050578	37.506734
ATCC_19119_Listeria_ivanovii	2919549	37.5	1042620	109496285	37.504520
ATCC_25922_Escherichia_coli	5204893	37.5	1600406	195158939	37.495283
ATCC_33560_Campylobacter_jejuni	1768448	37.5	552510	66327014	37.505775
ATCC_35221_Campylobacter_lari	1513368	37.5	440590	56745324	37.496051
ATCC_35897_Listeria_welshimeri	2814137	37.5	815850	105528952	37.499578
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.5	917684	110446305	37.508975
ATCC_10708_Salmonella_enterica	4801704	37.6	1605928	180500168	37.590856
ATCC_14035_Vibrio_cholerae	4142374	37.6	1223232	155807292	37.613043
ATCC_17802_Vibrio_parahaemolyticus	5147091	37.6	1587892	193483268	37.590799
ATCC_19119_Listeria_ivanovii	2919549	37.6	1045400	109737267	37.587061
ATCC_25922_Escherichia_coli	5204893	37.6	1604674	195768803	37.612454
ATCC_33560_Campylobacter_jejuni	1768448	37.6	553982	66559684	37.637343
ATCC_35221_Campylobacter_lari	1513368	37.6	441764	56897302	37.596474
ATCC_35897_Listeria_welshimeri	2814137	37.6	818026	105843063	37.611197
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.6	920132	110741868	37.609352
ATCC_10708_Salmonella_enterica	4801704	37.7	1610198	181026855	37.700544
ATCC_14035_Vibrio_cholerae	4142374	37.7	1226486	156180575	37.703156
ATCC_17802_Vibrio_parahaemolyticus	5147091	37.7	1592114	194069781	37.704750
ATCC_19119_Listeria_ivanovii	2919549	37.7	1048180	110061398	37.698082
ATCC_25922_Escherichia_coli	5204893	37.7	1608940	196187979	37.692989
ATCC_33560_Campylobacter_jejuni	1768448	37.7	555456	66645730	37.685999
ATCC_35221_Campylobacter_lari	1513368	37.7	442940	57033740	37.686630
ATCC_35897_Listeria_welshimeri	2814137	37.7	820202	106075014	37.693621
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.7	922580	110992985	37.694635
ATCC_10708_Salmonella_enterica	4801704	37.8	1614470	181510987	37.801369
ATCC_14035_Vibrio_cholerae	4142374	37.8	1229740	156619085	37.809016
ATCC_17802_Vibrio_parahaemolyticus	5147091	37.8	1596338	194546765	37.797420
ATCC_19119_Listeria_ivanovii	2919549	37.8	1050962	110350059	37.796953
ATCC_25922_Escherichia_coli	5204893	37.8	1613208	196598253	37.771814
ATCC_33560_Campylobacter_jejuni	1768448	37.8	556930	66828383	37.789283
ATCC_35221_Campylobacter_lari	1513368	37.8	444114	57157264	37.768252
ATCC_35897_Listeria_welshimeri	2814137	37.8	822378	106364765	37.796583
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.8	925026	111277378	37.791218
ATCC_10708_Salmonella_enterica	4801704	37.9	1618742	181913013	37.885095
ATCC_14035_Vibrio_cholerae	4142374	37.9	1232992	156951173	37.889184
ATCC_17802_Vibrio_parahaemolyticus	5147091	37.9	1600560	195137770	37.912244
ATCC_19119_Listeria_ivanovii	2919549	37.9	1053742	110739948	37.930498
ATCC_25922_Escherichia_coli	5204893	37.9	1617476	197182972	37.884154
ATCC_33560_Campylobacter_jejuni	1768448	37.9	558402	67018545	37.896814
ATCC_35221_Campylobacter_lari	1513368	37.9	445290	57301734	37.863714
ATCC_35897_Listeria_welshimeri	2814137	37.9	824552	106650564	37.898142
ATCC_BAA-679_Listeria_monocytogenes	2944530	37.9	927474	111636256	37.913098
ATCC_10708_Salmonella_enterica	4801704	38.0	1623012	182356626	37.977481
ATCC_14035_Vibrio_cholerae	4142374	38.0	1236246	157465674	38.013388
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.0	1604784	195628128	38.007512
ATCC_19119_Listeria_ivanovii	2919549	38.0	1056522	110941337	37.999477
ATCC_25922_Escherichia_coli	5204893	38.0	1621744	197798873	38.002485
ATCC_33560_Campylobacter_jejuni	1768448	38.0	559876	67126573	37.957900
ATCC_35221_Campylobacter_lari	1513368	38.0	446464	57523412	38.010194
ATCC_35897_Listeria_welshimeri	2814137	38.0	826728	106949325	38.004306
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.0	929920	111867264	37.991551
ATCC_10708_Salmonella_enterica	4801704	38.1	1627284	182796498	38.069089
ATCC_14035_Vibrio_cholerae	4142374	38.1	1239500	157857191	38.107904
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.1	1609006	196196063	38.117853
ATCC_19119_Listeria_ivanovii	2919549	38.1	1059302	111202923	38.089075
ATCC_25922_Escherichia_coli	5204893	38.1	1626012	198268030	38.092623
ATCC_33560_Campylobacter_jejuni	1768448	38.1	561350	67403379	38.114425
ATCC_35221_Campylobacter_lari	1513368	38.1	447640	57694287	38.123104
ATCC_35897_Listeria_welshimeri	2814137	38.1	828904	107251073	38.111532
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.1	932368	112268738	38.127897
ATCC_10708_Salmonella_enterica	4801704	38.2	1631554	183393650	38.193451
ATCC_14035_Vibrio_cholerae	4142374	38.2	1242752	158262212	38.205679
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.2	1613230	196600557	38.196440
ATCC_19119_Listeria_ivanovii	2919549	38.2	1062082	111587776	38.220895
ATCC_25922_Escherichia_coli	5204893	38.2	1630280	198897957	38.213649
ATCC_33560_Campylobacter_jejuni	1768448	38.2	562822	67488790	38.162722
ATCC_35221_Campylobacter_lari	1513368	38.2	448814	57845678	38.223140
ATCC_35897_Listeria_welshimeri	2814137	38.2	831080	107514904	38.205284
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.2	934816	112479299	38.199406
ATCC_10708_Salmonella_enterica	4801704	38.3	1635826	183917219	38.302489
ATCC_14035_Vibrio_cholerae	4142374	38.3	1246006	158616265	38.291150
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.3	1617454	197192785	38.311501
ATCC_19119_Listeria_ivanovii	2919549	38.3	1064862	111820511	38.300611
ATCC_25922_Escherichia_coli	5204893	38.3	1634548	199386672	38.307544
ATCC_33560_Campylobacter_jejuni	1768448	38.3	564296	67722271	38.294748
ATCC_35221_Campylobacter_lari	1513368	38.3	449990	57990997	38.319164
ATCC_35897_Listeria_welshimeri	2814137	38.3	833256	107798323	38.305996
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.3	937262	112776273	38.300262
ATCC_10708_Salmonella_enterica	4801704	38.4	1640096	184395277	38.402049
ATCC_14035_Vibrio_cholerae	4142374	38.4	1249260	159009689	38.386125
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.4	1621676	197657712	38.401829
ATCC_19119_Listeria_ivanovii	2919549	38.4	1067644	112136263	38.408762
ATCC_25922_Escherichia_coli	5204893	38.4	1638816	199964601	38.418580
ATCC_33560_Campylobacter_jejuni	1768448	38.4	565770	67947438	38.422072
ATCC_35221_Campylobacter_lari	1513368	38.4	451164	58172839	38.439321
ATCC_35897_Listeria_welshimeri	2814137	38.4	835430	108079430	38.405887
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.4	939710	113078152	38.402784
ATCC_10708_Salmonella_enterica	4801704	38.5	1644368	184694024	38.464266
ATCC_14035_Vibrio_cholerae	4142374	38.5	1252512	159536924	38.513404
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.5	1625900	198146543	38.496801
ATCC_19119_Listeria_ivanovii	2919549	38.5	1070424	112383974	38.493607
ATCC_25922_Escherichia_coli	5204893	38.5	1643082	200432515	38.508479
ATCC_33560_Campylobacter_jejuni	1768448	38.5	567242	68117873	38.518448
ATCC_35221_Campylobacter_lari	1513368	38.5	452340	58264063	38.499600
ATCC_35897_Listeria_welshimeri	2814137	38.5	837606	108347157	38.501024
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.5	942156	113365557	38.500391
ATCC_10708_Salmonella_enterica	4801704	38.6	1648638	185346128	38.600073
ATCC_14035_Vibrio_cholerae	4142374	38.6	1255766	159898987	38.600808
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.6	1630122	198623755	38.589516
ATCC_19119_Listeria_ivanovii	2919549	38.6	1073204	112633312	38.579010
ATCC_25922_Escherichia_coli	5204893	38.6	1647350	200846372	38.587992
ATCC_33560_Campylobacter_jejuni	1768448	38.6	568716	68273944	38.606701
ATCC_35221_Campylobacter_lari	1513368	38.6	453514	58419147	38.602076
ATCC_35897_Listeria_welshimeri	2814137	38.6	839782	108625458	38.599918
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.6	944604	113690388	38.610707
ATCC_10708_Salmonella_enterica	4801704	38.7	1652910	185852093	38.705445
ATCC_14035_Vibrio_cholerae	4142374	38.7	1259020	160268497	38.690011
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.7	1634346	199182545	38.698081
ATCC_19119_Listeria_ivanovii	2919549	38.7	1075984	112950572	38.687678
ATCC_25922_Escherichia_coli	5204893	38.7	1651618	201455110	38.704947
ATCC_33560_Campylobacter_jejuni	1768448	38.7	570190	68467597	38.716205
ATCC_35221_Campylobacter_lari	1513368	38.7	454688	58555345	38.692072
ATCC_35897_Listeria_welshimeri	2814137	38.7	841958	108960697	38.719044
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.7	947050	113855583	38.666810
ATCC_10708_Salmonella_enterica	4801704	38.8	1657180	186211206	38.780234
ATCC_14035_Vibrio_cholerae	4142374	38.8	1262272	160655696	38.783484
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.8	1638568	199620856	38.783238
ATCC_19119_Listeria_ivanovii	2919549	38.8	1078764	113334403	38.819147
ATCC_25922_Escherichia_coli	5204893	38.8	1655886	201991476	38.807997
ATCC_33560_Campylobacter_jejuni	1768448	38.8	571662	68644869	38.816447
ATCC_35221_Campylobacter_lari	1513368	38.8	455864	58707750	38.792778
ATCC_35897_Listeria_welshimeri	2814137	38.8	844134	109182186	38.797750
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.8	949498	114225871	38.792564
ATCC_10708_Salmonella_enterica	4801704	38.9	1661452	186840240	38.911236
ATCC_14035_Vibrio_cholerae	4142374	38.9	1265526	161235342	38.923414
ATCC_17802_Vibrio_parahaemolyticus	5147091	38.9	1642792	200261467	38.907698
ATCC_19119_Listeria_ivanovii	2919549	38.9	1081544	113488434	38.871905
ATCC_25922_Escherichia_coli	5204893	38.9	1660154	202475331	38.900959
ATCC_33560_Campylobacter_jejuni	1768448	38.9	573136	68786660	38.896625
ATCC_35221_Campylobacter_lari	1513368	38.9	457038	58865740	38.897175
ATCC_35897_Listeria_welshimeri	2814137	38.9	846308	109490601	38.907345
ATCC_BAA-679_Listeria_monocytogenes	2944530	38.9	951946	114567029	38.908426
ATCC_10708_Salmonella_enterica	4801704	39.0	1665724	187240611	38.994617
ATCC_14035_Vibrio_cholerae	4142374	39.0	1268778	161576905	39.005870
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.0	1647016	200650168	38.983217
ATCC_19119_Listeria_ivanovii	2919549	39.0	1084326	113888434	39.008913
ATCC_25922_Escherichia_coli	5204893	39.0	1664422	202957320	38.993562
ATCC_33560_Campylobacter_jejuni	1768448	39.0	574610	68996026	39.015015
ATCC_35221_Campylobacter_lari	1513368	39.0	458214	59025452	39.002709
ATCC_35897_Listeria_welshimeri	2814137	39.0	848484	109770767	39.006902
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.0	954392	114843465	39.002307
ATCC_10708_Salmonella_enterica	4801704	39.1	1669994	187809652	39.113125
ATCC_14035_Vibrio_cholerae	4142374	39.1	1272032	162017453	39.112222
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.1	1651238	201286480	39.106843
ATCC_19119_Listeria_ivanovii	2919549	39.1	1087106	114192978	39.113225
ATCC_25922_Escherichia_coli	5204893	39.1	1668690	203576606	39.112543
ATCC_33560_Campylobacter_jejuni	1768448	39.1	576082	69078340	39.061561
ATCC_35221_Campylobacter_lari	1513368	39.1	459388	59178265	39.103684
ATCC_35897_Listeria_welshimeri	2814137	39.1	850660	109993460	39.086035
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.1	956840	115151425	39.106894
ATCC_10708_Salmonella_enterica	4801704	39.2	1674266	188357335	39.227185
ATCC_14035_Vibrio_cholerae	4142374	39.2	1275286	162446072	39.215694
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.2	1655462	201868184	39.219859
ATCC_19119_Listeria_ivanovii	2919549	39.2	1089886	114488114	39.214314
ATCC_25922_Escherichia_coli	5204893	39.2	1672958	204041058	39.201777
ATCC_33560_Campylobacter_jejuni	1768448	39.2	577556	69434518	39.262968
ATCC_35221_Campylobacter_lari	1513368	39.2	460564	59318282	39.196204
ATCC_35897_Listeria_welshimeri	2814137	39.2	852836	110353137	39.213846
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.2	959286	115347676	39.173544
ATCC_10708_Salmonella_enterica	4801704	39.3	1678536	188759692	39.310980
ATCC_14035_Vibrio_cholerae	4142374	39.3	1278538	162762892	39.292176
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.3	1659684	202291221	39.302048
ATCC_19119_Listeria_ivanovii	2919549	39.3	1092666	114697161	39.285917
ATCC_25922_Escherichia_coli	5204893	39.3	1677224	204500423	39.290034
ATCC_33560_Campylobacter_jejuni	1768448	39.3	579030	69460598	39.277715
ATCC_35221_Campylobacter_lari	1513368	39.3	461738	59496821	39.314179
ATCC_35897_Listeria_welshimeri	2814137	39.3	855012	110569872	39.290863
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.3	961734	115721968	39.300658
ATCC_10708_Salmonella_enterica	4801704	39.4	1682808	189147905	39.391829
ATCC_14035_Vibrio_cholerae	4142374	39.4	1281792	163235711	39.406318
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.4	1663908	202628767	39.367628
ATCC_19119_Listeria_ivanovii	2919549	39.4	1095446	115106075	39.425978
ATCC_25922_Escherichia_coli	5204893	39.4	1681492	205037336	39.393189
ATCC_33560_Campylobacter_jejuni	1768448	39.4	580502	69745185	39.438640
ATCC_35221_Campylobacter_lari	1513368	39.4	462914	59588797	39.374955
ATCC_35897_Listeria_welshimeri	2814137	39.4	857186	110877381	39.400136
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.4	964180	115970094	39.384925
ATCC_10708_Salmonella_enterica	4801704	39.5	1687078	189660196	39.498518
ATCC_14035_Vibrio_cholerae	4142374	39.5	1285046	163567139	39.486328
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.5	1668130	203362076	39.510099
ATCC_19119_Listeria_ivanovii	2919549	39.5	1098226	115336173	39.504790
ATCC_25922_Escherichia_coli	5204893	39.5	1685760	205640430	39.509060
ATCC_33560_Campylobacter_jejuni	1768448	39.5	581976	69865699	39.506787
ATCC_35221_Campylobacter_lari	1513368	39.5	464088	59772014	39.496020
ATCC_35897_Listeria_welshimeri	2814137	39.5	859362	111169090	39.503794
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.5	966628	116387113	39.526550
ATCC_10708_Salmonella_enterica	4801704	39.6	1691350	190224257	39.615989
ATCC_14035_Vibrio_cholerae	4142374	39.6	1288298	164045267	39.601751
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.6	1672354	203725443	39.580695
ATCC_19119_Listeria_ivanovii	2919549	39.6	1101008	115685011	39.624274
ATCC_25922_Escherichia_coli	5204893	39.6	1690028	206122365	39.601652
ATCC_33560_Campylobacter_jejuni	1768448	39.6	583450	70034392	39.602177
ATCC_35221_Campylobacter_lari	1513368	39.6	465264	59905824	39.584439
ATCC_35897_Listeria_welshimeri	2814137	39.6	861538	111445330	39.601956
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.6	969076	116674218	39.624054
ATCC_10708_Salmonella_enterica	4801704	39.7	1695620	190587271	39.691590
ATCC_14035_Vibrio_cholerae	4142374	39.7	1291552	164319842	39.668036
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.7	1676576	204256018	39.683778
ATCC_19119_Listeria_ivanovii	2919549	39.7	1103788	115958787	39.718047
ATCC_25922_Escherichia_coli	5204893	39.7	1694296	206588887	39.691284
ATCC_33560_Campylobacter_jejuni	1768448	39.7	584922	70213325	39.703358
ATCC_35221_Campylobacter_lari	1513368	39.7	466438	60112151	39.720775
ATCC_35897_Listeria_welshimeri	2814137	39.7	863714	111714329	39.697544
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.7	971522	116946259	39.716443
ATCC_10708_Salmonella_enterica	4801704	39.8	1699892	191081174	39.794450
ATCC_14035_Vibrio_cholerae	4142374	39.8	1294806	164918505	39.812557
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.8	1680800	204810100	39.791427
ATCC_19119_Listeria_ivanovii	2919549	39.8	1106568	116149626	39.783413
ATCC_25922_Escherichia_coli	5204893	39.8	1698564	207192382	39.807231
ATCC_33560_Campylobacter_jejuni	1768448	39.8	586396	70363899	39.788503
ATCC_35221_Campylobacter_lari	1513368	39.8	467612	60236541	39.802969
ATCC_35897_Listeria_welshimeri	2814137	39.8	865890	111982657	39.792894
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.8	973970	117255804	39.821568
ATCC_10708_Salmonella_enterica	4801704	39.9	1704162	191693251	39.921921
ATCC_14035_Vibrio_cholerae	4142374	39.9	1298058	165319198	39.909288
ATCC_17802_Vibrio_parahaemolyticus	5147091	39.9	1685024	205360676	39.898396
ATCC_19119_Listeria_ivanovii	2919549	39.9	1109348	116437365	39.881969
ATCC_25922_Escherichia_coli	5204893	39.9	1702832	207697973	39.904369
ATCC_33560_Campylobacter_jejuni	1768448	39.9	587870	70567323	39.903532
ATCC_35221_Campylobacter_lari	1513368	39.9	468788	60346410	39.875568
ATCC_35897_Listeria_welshimeri	2814137	39.9	868064	112290343	39.902230
ATCC_BAA-679_Listeria_monocytogenes	2944530	39.9	976416	117593055	39.936103
ATCC_10708_Salmonella_enterica	4801704	40.0	1708434	192124210	40.011672
ATCC_14035_Vibrio_cholerae	4142374	40.0	1301312	165709049	40.003401
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.0	1689246	205880688	39.999426
ATCC_19119_Listeria_ivanovii	2919549	40.0	1112128	116770808	39.996180
ATCC_25922_Escherichia_coli	5204893	40.0	1707100	208206805	40.002129
ATCC_33560_Campylobacter_jejuni	1768448	40.0	589342	70717210	39.988289
ATCC_35221_Campylobacter_lari	1513368	40.0	469962	60522139	39.991686
ATCC_35897_Listeria_welshimeri	2814137	40.0	870240	112596347	40.010968
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.0	978864	117794520	40.004523
ATCC_10708_Salmonella_enterica	4801704	40.1	1712706	192378334	40.064596
ATCC_14035_Vibrio_cholerae	4142374	40.1	1304564	166141836	40.107879
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.1	1693470	206316974	40.084190
ATCC_19119_Listeria_ivanovii	2919549	40.1	1114908	117050217	40.091883
ATCC_25922_Escherichia_coli	5204893	40.1	1711366	208726319	40.101942
ATCC_33560_Campylobacter_jejuni	1768448	40.1	590816	70990358	40.142745
ATCC_35221_Campylobacter_lari	1513368	40.1	471138	60710932	40.116436
ATCC_35897_Listeria_welshimeri	2814137	40.1	872416	112867044	40.107160
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.1	981312	118065562	40.096572
ATCC_10708_Salmonella_enterica	4801704	40.2	1716976	193055098	40.205539
ATCC_14035_Vibrio_cholerae	4142374	40.2	1307818	166525059	40.200392
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.2	1697692	206986658	40.214299
ATCC_19119_Listeria_ivanovii	2919549	40.2	1117688	117294029	40.175393
ATCC_25922_Escherichia_coli	5204893	40.2	1715634	209184544	40.189979
ATCC_33560_Campylobacter_jejuni	1768448	40.2	592290	71080999	40.194000
ATCC_35221_Campylobacter_lari	1513368	40.2	472312	60934242	40.263995
ATCC_35897_Listeria_welshimeri	2814137	40.2	874592	113161845	40.211917
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.2	983758	118356611	40.195416
ATCC_10708_Salmonella_enterica	4801704	40.3	1721248	193623805	40.323977
ATCC_14035_Vibrio_cholerae	4142374	40.3	1311072	167003222	40.315824
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.3	1701916	207501001	40.314228
ATCC_19119_Listeria_ivanovii	2919549	40.3	1120470	117615434	40.285480
ATCC_25922_Escherichia_coli	5204893	40.3	1719902	209755529	40.299681
ATCC_33560_Campylobacter_jejuni	1768448	40.3	593764	71271255	40.301583
ATCC_35221_Campylobacter_lari	1513368	40.3	473488	60942078	40.269173
ATCC_35897_Listeria_welshimeri	2814137	40.3	876768	113404197	40.298037
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.3	986206	118628773	40.287846
ATCC_10708_Salmonella_enterica	4801704	40.4	1725518	193872120	40.375691
ATCC_14035_Vibrio_cholerae	4142374	40.4	1314324	167290378	40.385145
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.4	1706138	208020210	40.415102
ATCC_19119_Listeria_ivanovii	2919549	40.4	1123250	117902586	40.383835
ATCC_25922_Escherichia_coli	5204893	40.4	1724170	210297930	40.403891
ATCC_33560_Campylobacter_jejuni	1768448	40.4	595236	71420586	40.386025
ATCC_35221_Campylobacter_lari	1513368	40.4	474662	61155000	40.409867
ATCC_35897_Listeria_welshimeri	2814137	40.4	878944	113718003	40.409547
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.4	988652	118931273	40.390579
ATCC_10708_Salmonella_enterica	4801704	40.5	1729790	194319647	40.468893
ATCC_14035_Vibrio_cholerae	4142374	40.5	1317578	167722278	40.489409
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.5	1710362	208451355	40.498867
ATCC_19119_Listeria_ivanovii	2919549	40.5	1126030	118160561	40.472196
ATCC_25922_Escherichia_coli	5204893	40.5	1728438	210815587	40.503346
ATCC_33560_Campylobacter_jejuni	1768448	40.5	596710	71644404	40.512587
ATCC_35221_Campylobacter_lari	1513368	40.5	475838	61311953	40.513578
ATCC_35897_Listeria_welshimeri	2814137	40.5	881118	113943452	40.489660
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.5	991100	119280190	40.509076
ATCC_10708_Salmonella_enterica	4801704	40.6	1734060	194898716	40.589489
ATCC_14035_Vibrio_cholerae	4142374	40.6	1320832	168205199	40.605990
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.6	1714584	209047072	40.614605
ATCC_19119_Listeria_ivanovii	2919549	40.6	1128810	118624290	40.631032
ATCC_25922_Escherichia_coli	5204893	40.6	1732706	211377367	40.611280
ATCC_33560_Campylobacter_jejuni	1768448	40.6	598184	71772870	40.585230
ATCC_35221_Campylobacter_lari	1513368	40.6	477012	61462305	40.612927
ATCC_35897_Listeria_welshimeri	2814137	40.6	883294	114248624	40.598103
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.6	993546	119537741	40.596543
ATCC_10708_Salmonella_enterica	4801704	40.7	1738332	195345839	40.682607
ATCC_14035_Vibrio_cholerae	4142374	40.7	1324084	168638106	40.710497
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.7	1718808	209528019	40.708046
ATCC_19119_Listeria_ivanovii	2919549	40.7	1131590	118801457	40.691715
ATCC_25922_Escherichia_coli	5204893	40.7	1736974	211843310	40.700800
ATCC_33560_Campylobacter_jejuni	1768448	40.7	599656	71922433	40.669803
ATCC_35221_Campylobacter_lari	1513368	40.7	478188	61580575	40.691077
ATCC_35897_Listeria_welshimeri	2814137	40.7	885470	114523814	40.695891
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.7	995994	119912935	40.723964
ATCC_10708_Salmonella_enterica	4801704	40.8	1742602	195902280	40.798491
ATCC_14035_Vibrio_cholerae	4142374	40.8	1327338	169098886	40.821733
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.8	1723032	210069901	40.813325
ATCC_19119_Listeria_ivanovii	2919549	40.8	1134370	119148280	40.810508
ATCC_25922_Escherichia_coli	5204893	40.8	1741242	212377716	40.803473
ATCC_33560_Campylobacter_jejuni	1768448	40.8	601130	72171831	40.810830
ATCC_35221_Campylobacter_lari	1513368	40.8	479362	61716377	40.780812
ATCC_35897_Listeria_welshimeri	2814137	40.8	887646	114768410	40.782808
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.8	998442	120205498	40.823322
ATCC_10708_Salmonella_enterica	4801704	40.9	1746874	196296396	40.880569
ATCC_14035_Vibrio_cholerae	4142374	40.9	1330592	169355563	40.883696
ATCC_17802_Vibrio_parahaemolyticus	5147091	40.9	1727254	210461737	40.889453
ATCC_19119_Listeria_ivanovii	2919549	40.9	1137152	119411662	40.900721
ATCC_25922_Escherichia_coli	5204893	40.9	1745508	212828446	40.890071
ATCC_33560_Campylobacter_jejuni	1768448	40.9	602604	72334319	40.902711
ATCC_35221_Campylobacter_lari	1513368	40.9	480536	61888612	40.894621
ATCC_35897_Listeria_welshimeri	2814137	40.9	889820	115109330	40.903953
ATCC_BAA-679_Listeria_monocytogenes	2944530	40.9	1000888	120534406	40.935023
ATCC_10708_Salmonella_enterica	4801704	41.0	1751144	196763773	40.977905
ATCC_14035_Vibrio_cholerae	4142374	41.0	1333844	169813864	40.994334
ATCC_17802_Vibrio_parahaemolyticus	5147091	41.0	1731478	211072534	41.008121
ATCC_19119_Listeria_ivanovii	2919549	41.0	1139932	119751060	41.016972
ATCC_25922_Escherichia_coli	5204893	41.0	1749776	213426736	41.005018
ATCC_33560_Campylobacter_jejuni	1768448	41.0	604076	72554361	41.027138
ATCC_35221_Campylobacter_lari	1513368	41.0	481712	62054411	41.004178
ATCC_35897_Listeria_welshimeri	2814137	41.0	891996	115374325	40.998119
ATCC_BAA-679_Listeria_monocytogenes	2944530	41.0	1003336	120791171	41.022224
ATCC_10708_Salmonella_enterica	4801704	41.1	1755416	197488017	41.128736
ATCC_14035_Vibrio_cholerae	4142374	41.1	1337098	170323764	41.117427
ATCC_17802_Vibrio_parahaemolyticus	5147091	41.1	1735700	211617599	41.114019
ATCC_19119_Listeria_ivanovii	2919549	41.1	1142712	119978647	41.094924
ATCC_25922_Escherichia_coli	5204893	41.1	1754044	213838999	41.084225
ATCC_33560_Campylobacter_jejuni	1768448	41.1	605550	72775366	41.152109
ATCC_35221_Campylobacter_lari	1513368	41.1	482886	62176500	41.084851
ATCC_35897_Listeria_welshimeri	2814137	41.1	894172	115639592	41.092381
ATCC_BAA-679_Listeria_monocytogenes	2944530	41.1	1005782	120969285	41.082714
